abofeteáis	negative	0.2	1.166
abofeteéis	negative	0.2	1.166
abofeteamos	negative	0.2	1.166
abofetea	negative	0.2	1.166
abofeteé	negative	0.2	1.166
abofetean	negative	0.2	1.166
abofetearíais	negative	0.2	1.166
abofetearíamos	negative	0.2	1.166
abofetearía	negative	0.2	1.166
abofetearían	negative	0.2	1.166
abofetearías	negative	0.2	1.166
abofetearéis	negative	0.2	1.166
abofeteará	negative	0.2	1.166
abofetearé	negative	0.2	1.166
abofetearán	negative	0.2	1.166
abofetearás	negative	0.2	1.166
abofeteareis	negative	0.2	1.166
abofetearemos	negative	0.2	1.166
abofeteáremos	negative	0.2	1.166
abofeteare	negative	0.2	1.166
abofetearen	negative	0.2	1.166
abofeteares	negative	0.2	1.166
abofetear	negative	0.2	1.166
abofetearon	negative	0.2	1.166
abofeteaseis	negative	0.2	1.166
abofeteásemos	negative	0.2	1.166
abofetease	negative	0.2	1.166
abofeteasen	negative	0.2	1.166
abofeteases	negative	0.2	1.166
abofeteas	negative	0.2	1.166
abofeteasteis	negative	0.2	1.166
abofeteaste	negative	0.2	1.166
abofeteemos	negative	0.2	1.166
abofetee	negative	0.2	1.166
abofeteen	negative	0.2	1.166
abofetees	negative	0.2	1.166
abofeteo	negative	0.2	1.166
abominó	negative	0.75	1.095
abominablemente	negative	1	0.000
abominable	negative	0.875	0.500
abominación	negative	0.625	1.118
abominado	negative	0.75	1.095
abominado	negative	1	0.000
abomináis	negative	0.75	1.095
abominéis	negative	0.75	1.095
abominamos	negative	0.75	1.095
abomina	negative	0.75	1.095
abominé	negative	0.75	1.095
abominan	negative	0.75	1.095
abominaríais	negative	0.75	1.095
abominaríamos	negative	0.75	1.095
abominaría	negative	0.75	1.095
abominarían	negative	0.75	1.095
abominarías	negative	0.75	1.095
abominaréis	negative	0.75	1.095
abominará	negative	0.75	1.095
abominaré	negative	0.75	1.095
abominarán	negative	0.75	1.095
abominarás	negative	0.75	1.095
abominareis	negative	0.75	1.095
abominaremos	negative	0.75	1.095
abomináremos	negative	0.75	1.095
abominare	negative	0.75	1.095
abominaren	negative	0.75	1.095
abominares	negative	0.75	1.095
abominar	negative	0.75	1.095
abominaron	negative	0.75	1.095
abominaseis	negative	0.75	1.095
abominásemos	negative	0.75	1.095
abominase	negative	0.75	1.095
abominasen	negative	0.75	1.095
abominases	negative	0.75	1.095
abominas	negative	0.75	1.095
abominasteis	negative	0.75	1.095
abominaste	negative	0.75	1.095
abominemos	negative	0.75	1.095
abomine	negative	0.75	1.095
abominen	negative	0.75	1.095
abomines	negative	0.75	1.095
abomino	negative	0.75	1.095
aborrecáis	negative	0.55	1.833
aborrecéis	negative	0.55	1.833
aborrecamos	negative	0.55	1.833
aborreca	negative	0.55	1.833
aborrecí	negative	0.55	1.833
aborrecá	negative	0.55	1.833
aborrecé	negative	0.55	1.833
aborrecan	negative	0.55	1.833
aborrecán	negative	0.55	1.833
aborrecas	negative	0.55	1.833
aborrecás	negative	0.55	1.833
aborrecemos	negative	0.55	1.833
aborrece	negative	0.55	1.833
aborrecen	negative	0.55	1.833
aborreceríais	negative	0.55	1.833
aborreceríamos	negative	0.55	1.833
aborrecería	negative	0.55	1.833
aborrecerían	negative	0.55	1.833
aborrecerías	negative	0.55	1.833
aborreceremos	negative	0.55	1.833
aborrecer	negative	0.55	1.833
aborreces	negative	0.55	1.833
aborreció	negative	0.55	1.833
aborreciéremos	negative	0.55	1.833
aborreciésemos	negative	0.55	1.833
aborrecible	negative	0.6675	0.471
aborrecido	negative	0.55	1.833
aborrecido	negative	0.6875	0.433
aborreciereis	negative	0.55	1.833
aborreciere	negative	0.55	1.833
aborrecieren	negative	0.55	1.833
aborrecieres	negative	0.55	1.833
aborrecieron	negative	0.55	1.833
aborrecieseis	negative	0.55	1.833
aborreciese	negative	0.55	1.833
aborreciesen	negative	0.55	1.833
aborrecieses	negative	0.55	1.833
aborrecimiento	negative	0.9175	0.471
aborrecimos	negative	0.55	1.833
aborrecisteis	negative	0.55	1.833
aborreciste	negative	0.55	1.833
aborreco	negative	0.55	1.833
abrasador	negative	0.5825	0.943
abrasarse	negative	0.6675	0.471
abrasivo	negative	0.5	0.000
abrirse	negative	0.125	0.500
abrumó	negative	0.75	0.000
abrumado	negative	0.75	0.000
abrumadormente	negative	0.875	0.500
abrumador	negative	0.75	0.000
abrumáis	negative	0.75	0.000
abruméis	negative	0.75	0.000
abrumamos	negative	0.75	0.000
abruma	negative	0.75	0.000
abrumé	negative	0.75	0.000
abruman	negative	0.75	0.000
abrumaríais	negative	0.75	0.000
abrumaríamos	negative	0.75	0.000
abrumaría	negative	0.75	0.000
abrumarían	negative	0.75	0.000
abrumarías	negative	0.75	0.000
abrumaréis	negative	0.75	0.000
abrumará	negative	0.75	0.000
abrumaré	negative	0.75	0.000
abrumarán	negative	0.75	0.000
abrumarás	negative	0.75	0.000
abrumareis	negative	0.75	0.000
abrumaremos	negative	0.75	0.000
abrumáremos	negative	0.75	0.000
abrumare	negative	0.75	0.000
abrumaren	negative	0.75	0.000
abrumares	negative	0.75	0.000
abrumar	negative	0.75	0.000
abrumaron	negative	0.75	0.000
abrumaseis	negative	0.75	0.000
abrumásemos	negative	0.75	0.000
abrumase	negative	0.75	0.000
abrumasen	negative	0.75	0.000
abrumases	negative	0.75	0.000
abrumas	negative	0.75	0.000
abrumasteis	negative	0.75	0.000
abrumaste	negative	0.75	0.000
abrumemos	negative	0.75	0.000
abrume	negative	0.75	0.000
abrumen	negative	0.75	0.000
abrumes	negative	0.75	0.000
abrumo	negative	0.75	0.000
absolutamente	negative	0.75	0.000
absoluto	negative	0.625	0.500
absorto	negative	0.65	1.356
abstraído	negative	0.875	0.500
absurdamente	negative	0.625	1.118
absurdidad	negative	0.75	0.000
absurdo	negative	0.9175	0.471
abucheó	negative	0.65	1.356
abucheado	negative	0.65	1.356
abucheáis	negative	0.65	1.356
abucheéis	negative	0.65	1.356
abucheamos	negative	0.65	1.356
abuchea	negative	0.65	1.356
abucheé	negative	0.65	1.356
abuchean	negative	0.65	1.356
abuchearíais	negative	0.65	1.356
abuchearíamos	negative	0.65	1.356
abuchearía	negative	0.65	1.356
abuchearían	negative	0.65	1.356
abuchearías	negative	0.65	1.356
abuchearéis	negative	0.65	1.356
abucheará	negative	0.65	1.356
abuchearé	negative	0.65	1.356
abuchearán	negative	0.65	1.356
abuchearás	negative	0.65	1.356
abucheareis	negative	0.65	1.356
abuchearemos	negative	0.65	1.356
abucheáremos	negative	0.65	1.356
abucheare	negative	0.65	1.356
abuchearen	negative	0.65	1.356
abucheares	negative	0.65	1.356
abuchear	negative	0.65	1.356
abuchearon	negative	0.65	1.356
abucheaseis	negative	0.65	1.356
abucheásemos	negative	0.65	1.356
abuchease	negative	0.65	1.356
abucheasen	negative	0.65	1.356
abucheases	negative	0.65	1.356
abucheas	negative	0.65	1.356
abucheasteis	negative	0.65	1.356
abucheaste	negative	0.65	1.356
abucheemos	negative	0.65	1.356
abuchee	negative	0.65	1.356
abucheen	negative	0.65	1.356
abuchees	negative	0.65	1.356
abucheo	negative	0.0825	0.471
abucheo	negative	0.65	1.356
abultado	negative	0.3325	0.471
abundante	negative	0.6675	0.943
aburráis	negative	0.9175	0.471
aburréis	negative	0.9175	0.471
aburramos	negative	0.9175	0.471
aburra	negative	0.9175	0.471
aburrí	negative	0.9175	0.471
aburrá	negative	0.9175	0.471
aburré	negative	0.9175	0.471
aburran	negative	0.9175	0.471
aburrán	negative	0.9175	0.471
aburras	negative	0.9175	0.471
aburrís	negative	0.9175	0.471
aburrás	negative	0.9175	0.471
aburre	negative	0.9175	0.471
aburren	negative	0.9175	0.471
aburreríais	negative	0.9175	0.471
aburreríamos	negative	0.9175	0.471
aburrería	negative	0.9175	0.471
aburrerían	negative	0.9175	0.471
aburrerías	negative	0.9175	0.471
aburreremos	negative	0.9175	0.471
aburres	negative	0.9175	0.471
aburrió	negative	0.9175	0.471
aburriéremos	negative	0.9175	0.471
aburriésemos	negative	0.9175	0.471
aburrido	negative	0.65	1.356
aburriereis	negative	0.9175	0.471
aburriere	negative	0.9175	0.471
aburrieren	negative	0.9175	0.471
aburrieres	negative	0.9175	0.471
aburrieron	negative	0.9175	0.471
aburrieseis	negative	0.9175	0.471
aburriese	negative	0.9175	0.471
aburriesen	negative	0.9175	0.471
aburrieses	negative	0.9175	0.471
aburrimiento	negative	0.75	1.095
aburrimos	negative	0.9175	0.471
aburrir	negative	0.9175	0.471
aburristeis	negative	0.9175	0.471
aburriste	negative	0.9175	0.471
aburrito	negative	0.9175	0.471
aburro	negative	0.9175	0.471
abusó	negative	0.5	1.414
abusado	negative	0.5	1.414
abusáis	negative	0.5	1.414
abuséis	negative	0.5	1.414
abusamos	negative	0.5	1.414
abusa	negative	0.5	1.414
abusé	negative	0.5	1.414
abusan	negative	0.5	1.414
abusaríais	negative	0.5	1.414
abusaríamos	negative	0.5	1.414
abusaría	negative	0.5	1.414
abusarían	negative	0.5	1.414
abusarías	negative	0.5	1.414
abusaréis	negative	0.5	1.414
abusará	negative	0.5	1.414
abusaré	negative	0.5	1.414
abusarán	negative	0.5	1.414
abusarás	negative	0.5	1.414
abusareis	negative	0.5	1.414
abusaremos	negative	0.5	1.414
abusáremos	negative	0.5	1.414
abusare	negative	0.5	1.414
abusaren	negative	0.5	1.414
abusares	negative	0.5	1.414
abusar	negative	0.5	1.414
abusaron	negative	0.5	1.414
abusaseis	negative	0.5	1.414
abusásemos	negative	0.5	1.414
abusase	negative	0.5	1.414
abusasen	negative	0.5	1.414
abusases	negative	0.5	1.414
abusas	negative	0.5	1.414
abusasteis	negative	0.5	1.414
abusaste	negative	0.5	1.414
abusemos	negative	0.5	1.414
abuse	negative	0.5	1.414
abusen	negative	0.5	1.414
abuses	negative	0.5	1.414
abusivo	negative	0.75	0.707
abuso	negative	0.5	1.414
abuso	negative	0.75	0.816
abyecto	negative	0.6875	1.639
acabó	negative	0.25	0.816
acabado	negative	0.25	0.816
acabáis	negative	0.25	0.816
acabéis	negative	0.25	0.816
acabamos	negative	0.25	0.816
acaba	negative	0.25	0.816
acabé	negative	0.25	0.816
acaban	negative	0.25	0.816
acabaríais	negative	0.25	0.816
acabaríamos	negative	0.25	0.816
acabaría	negative	0.25	0.816
acabarían	negative	0.25	0.816
acabarías	negative	0.25	0.816
acabaréis	negative	0.25	0.816
acabará	negative	0.25	0.816
acabaré	negative	0.25	0.816
acabarán	negative	0.25	0.816
acabarás	negative	0.25	0.816
acabareis	negative	0.25	0.816
acabaremos	negative	0.25	0.816
acabáremos	negative	0.25	0.816
acabare	negative	0.25	0.816
acabaren	negative	0.25	0.816
acabares	negative	0.25	0.816
acabar	negative	0.25	0.816
acabaron	negative	0.25	0.816
acabaseis	negative	0.25	0.816
acabásemos	negative	0.25	0.816
acabase	negative	0.25	0.816
acabasen	negative	0.25	0.816
acabases	negative	0.25	0.816
acabas	negative	0.25	0.816
acabasteis	negative	0.25	0.816
acabaste	negative	0.25	0.816
acabemos	negative	0.25	0.816
acabe	negative	0.25	0.816
acaben	negative	0.25	0.816
acabes	negative	0.25	0.816
acabo	negative	0.25	0.816
acídulo	negative	0.55	1.166
acaparó	negative	0.25	0.816
acaparado	negative	0.25	0.816
acaparáis	negative	0.25	0.816
acaparéis	negative	0.25	0.816
acaparamos	negative	0.25	0.816
acapara	negative	0.25	0.816
acaparé	negative	0.25	0.816
acaparan	negative	0.25	0.816
acapararíais	negative	0.25	0.816
acapararíamos	negative	0.25	0.816
acapararía	negative	0.25	0.816
acapararían	negative	0.25	0.816
acapararías	negative	0.25	0.816
acapararéis	negative	0.25	0.816
acaparará	negative	0.25	0.816
acapararé	negative	0.25	0.816
acapararán	negative	0.25	0.816
acapararás	negative	0.25	0.816
acaparareis	negative	0.25	0.816
acapararemos	negative	0.25	0.816
acaparáremos	negative	0.25	0.816
acaparare	negative	0.25	0.816
acapararen	negative	0.25	0.816
acaparares	negative	0.25	0.816
acaparar	negative	0.25	0.816
acapararon	negative	0.25	0.816
acaparaseis	negative	0.25	0.816
acaparásemos	negative	0.25	0.816
acaparase	negative	0.25	0.816
acaparasen	negative	0.25	0.816
acaparases	negative	0.25	0.816
acaparas	negative	0.25	0.816
acaparasteis	negative	0.25	0.816
acaparaste	negative	0.25	0.816
acaparemos	negative	0.25	0.816
acapare	negative	0.25	0.816
acaparen	negative	0.25	0.816
acapares	negative	0.25	0.816
acaparo	negative	0.25	0.816
acceso	negative	0.125	0.866
accidentado	negative	0.3125	0.829
accidental	negative	0.4	1.020
accidente	negative	0.0825	0.471
acelerado	negative	0.25	0.000
acentuó	negative	0.5825	0.471
acentuado	negative	0.5825	0.471
acentuáis	negative	0.5825	0.471
acentuéis	negative	0.5825	0.471
acentuamos	negative	0.5825	0.471
acentua	negative	0.5825	0.471
acentué	negative	0.5825	0.471
acentuan	negative	0.5825	0.471
acentuaríais	negative	0.5825	0.471
acentuaríamos	negative	0.5825	0.471
acentuaría	negative	0.5825	0.471
acentuarían	negative	0.5825	0.471
acentuarías	negative	0.5825	0.471
acentuaréis	negative	0.5825	0.471
acentuará	negative	0.5825	0.471
acentuaré	negative	0.5825	0.471
acentuarán	negative	0.5825	0.471
acentuarás	negative	0.5825	0.471
acentuareis	negative	0.5825	0.471
acentuaremos	negative	0.5825	0.471
acentuáremos	negative	0.5825	0.471
acentuare	negative	0.5825	0.471
acentuaren	negative	0.5825	0.471
acentuares	negative	0.5825	0.471
acentuar	negative	0.5825	0.471
acentuaron	negative	0.5825	0.471
acentuaseis	negative	0.5825	0.471
acentuásemos	negative	0.5825	0.471
acentuase	negative	0.5825	0.471
acentuasen	negative	0.5825	0.471
acentuases	negative	0.5825	0.471
acentuas	negative	0.5825	0.471
acentuasteis	negative	0.5825	0.471
acentuaste	negative	0.5825	0.471
acentuemos	negative	0.5825	0.471
acentue	negative	0.5825	0.471
acentuen	negative	0.5825	0.471
acentues	negative	0.5825	0.471
acentuo	negative	0.5825	0.471
acerbo	negative	0.2	1.166
acertijo	negative	0.1675	0.943
achacoso	negative	0.625	0.500
achaque	negative	0.45	1.600
achares	negative	0.4	1.625
achicó	negative	0.35	0.800
achicado	negative	0.35	0.800
achicado	negative	0.5625	0.829
achicáis	negative	0.35	0.800
achicéis	negative	0.35	0.800
achicamos	negative	0.35	0.800
achica	negative	0.35	0.800
achicé	negative	0.35	0.800
achican	negative	0.35	0.800
achicaríais	negative	0.35	0.800
achicaríamos	negative	0.35	0.800
achicaría	negative	0.35	0.800
achicarían	negative	0.35	0.800
achicarías	negative	0.35	0.800
achicaréis	negative	0.35	0.800
achicará	negative	0.35	0.800
achicaré	negative	0.35	0.800
achicarán	negative	0.35	0.800
achicarás	negative	0.35	0.800
achicareis	negative	0.35	0.800
achicaremos	negative	0.35	0.800
achicáremos	negative	0.35	0.800
achicare	negative	0.35	0.800
achicaren	negative	0.35	0.800
achicares	negative	0.35	0.800
achicar	negative	0.35	0.800
achicaron	negative	0.35	0.800
achicaseis	negative	0.35	0.800
achicásemos	negative	0.35	0.800
achicase	negative	0.35	0.800
achicasen	negative	0.35	0.800
achicases	negative	0.35	0.800
achicas	negative	0.35	0.800
achicasteis	negative	0.35	0.800
achicaste	negative	0.35	0.800
achicemos	negative	0.35	0.800
achice	negative	0.35	0.800
achicen	negative	0.35	0.800
achices	negative	0.35	0.800
achico	negative	0.35	0.800
aciago	negative	0.75	1.732
acidez	negative	0.35	0.800
ácido	negative	0.1675	0.471
aclaró	negative	0.25	0.000
aclarado	negative	0.25	0.000
aclaráis	negative	0.25	0.000
aclaréis	negative	0.25	0.000
aclaramos	negative	0.25	0.000
aclara	negative	0.25	0.000
aclaré	negative	0.25	0.000
aclaran	negative	0.25	0.000
aclararíais	negative	0.25	0.000
aclararíamos	negative	0.25	0.000
aclararía	negative	0.25	0.000
aclararían	negative	0.25	0.000
aclararías	negative	0.25	0.000
aclararéis	negative	0.25	0.000
aclarará	negative	0.25	0.000
aclararé	negative	0.25	0.000
aclararán	negative	0.25	0.000
aclararás	negative	0.25	0.000
aclarareis	negative	0.25	0.000
aclararemos	negative	0.25	0.000
aclaráremos	negative	0.25	0.000
aclarare	negative	0.25	0.000
aclararen	negative	0.25	0.000
aclarares	negative	0.25	0.000
aclarar	negative	0.25	0.000
aclararon	negative	0.25	0.000
aclaraseis	negative	0.25	0.000
aclarásemos	negative	0.25	0.000
aclarase	negative	0.25	0.000
aclarasen	negative	0.25	0.000
aclarases	negative	0.25	0.000
aclaras	negative	0.25	0.000
aclarasteis	negative	0.25	0.000
aclaraste	negative	0.25	0.000
aclaremos	negative	0.25	0.000
aclare	negative	0.25	0.000
aclaren	negative	0.25	0.000
aclares	negative	0.25	0.000
aclaro	negative	0.25	0.000
acobardó	negative	0.9175	0.471
acobardado	negative	0.9175	0.471
acobardáis	negative	0.9175	0.471
acobardéis	negative	0.9175	0.471
acobardamos	negative	0.9175	0.471
acobarda	negative	0.9175	0.471
acobardé	negative	0.9175	0.471
acobardan	negative	0.9175	0.471
acobardaríais	negative	0.9175	0.471
acobardaríamos	negative	0.9175	0.471
acobardaría	negative	0.9175	0.471
acobardarían	negative	0.9175	0.471
acobardarías	negative	0.9175	0.471
acobardaréis	negative	0.9175	0.471
acobardará	negative	0.9175	0.471
acobardaré	negative	0.9175	0.471
acobardarán	negative	0.9175	0.471
acobardarás	negative	0.9175	0.471
acobardareis	negative	0.9175	0.471
acobardaremos	negative	0.9175	0.471
acobardáremos	negative	0.9175	0.471
acobardare	negative	0.9175	0.471
acobardaren	negative	0.9175	0.471
acobardares	negative	0.9175	0.471
acobardar	negative	0.9175	0.471
acobardaron	negative	0.9175	0.471
acobardaseis	negative	0.9175	0.471
acobardásemos	negative	0.9175	0.471
acobardase	negative	0.9175	0.471
acobardasen	negative	0.9175	0.471
acobardases	negative	0.9175	0.471
acobardas	negative	0.9175	0.471
acobardasteis	negative	0.9175	0.471
acobardaste	negative	0.9175	0.471
acobardemos	negative	0.9175	0.471
acobarde	negative	0.9175	0.471
acobarden	negative	0.9175	0.471
acobardes	negative	0.9175	0.471
acobardo	negative	0.9175	0.471
acogotó	negative	0.6675	0.471
acogotado	negative	0.6675	0.471
acogotáis	negative	0.6675	0.471
acogotéis	negative	0.6675	0.471
acogotamos	negative	0.6675	0.471
acogota	negative	0.6675	0.471
acogoté	negative	0.6675	0.471
acogotan	negative	0.6675	0.471
acogotaríais	negative	0.6675	0.471
acogotaríamos	negative	0.6675	0.471
acogotaría	negative	0.6675	0.471
acogotarían	negative	0.6675	0.471
acogotarías	negative	0.6675	0.471
acogotaréis	negative	0.6675	0.471
acogotará	negative	0.6675	0.471
acogotaré	negative	0.6675	0.471
acogotarán	negative	0.6675	0.471
acogotarás	negative	0.6675	0.471
acogotareis	negative	0.6675	0.471
acogotaremos	negative	0.6675	0.471
acogotáremos	negative	0.6675	0.471
acogotare	negative	0.6675	0.471
acogotaren	negative	0.6675	0.471
acogotares	negative	0.6675	0.471
acogotar	negative	0.6675	0.471
acogotaron	negative	0.6675	0.471
acogotaseis	negative	0.6675	0.471
acogotásemos	negative	0.6675	0.471
acogotase	negative	0.6675	0.471
acogotasen	negative	0.6675	0.471
acogotases	negative	0.6675	0.471
acogotas	negative	0.6675	0.471
acogotasteis	negative	0.6675	0.471
acogotaste	negative	0.6675	0.471
acogotemos	negative	0.6675	0.471
acogote	negative	0.6675	0.471
acogoten	negative	0.6675	0.471
acogotes	negative	0.6675	0.471
acogoto	negative	0.6675	0.471
acometividad	negative	1	0.000
acongojó	negative	0.75	0.000
acongojado	negative	0.75	0.000
acongojáis	negative	0.75	0.000
acongojéis	negative	0.75	0.000
acongojamos	negative	0.75	0.000
acongoja	negative	0.75	0.000
acongojé	negative	0.75	0.000
acongojan	negative	0.75	0.000
acongojaríais	negative	0.75	0.000
acongojaríamos	negative	0.75	0.000
acongojaría	negative	0.75	0.000
acongojarían	negative	0.75	0.000
acongojarías	negative	0.75	0.000
acongojaréis	negative	0.75	0.000
acongojará	negative	0.75	0.000
acongojaré	negative	0.75	0.000
acongojarán	negative	0.75	0.000
acongojarás	negative	0.75	0.000
acongojareis	negative	0.75	0.000
acongojaremos	negative	0.75	0.000
acongojáremos	negative	0.75	0.000
acongojare	negative	0.75	0.000
acongojaren	negative	0.75	0.000
acongojares	negative	0.75	0.000
acongojar	negative	0.75	0.000
acongojaron	negative	0.75	0.000
acongojaseis	negative	0.75	0.000
acongojásemos	negative	0.75	0.000
acongojase	negative	0.75	0.000
acongojasen	negative	0.75	0.000
acongojases	negative	0.75	0.000
acongojas	negative	0.75	0.000
acongojasteis	negative	0.75	0.000
acongojaste	negative	0.75	0.000
acongojemos	negative	0.75	0.000
acongoje	negative	0.75	0.000
acongojen	negative	0.75	0.000
acongojes	negative	0.75	0.000
acongojo	negative	0.75	0.000
aconsejó	negative	0.55	1.600
aconsejado	negative	0.55	1.600
aconsejáis	negative	0.55	1.600
aconsejéis	negative	0.55	1.600
aconsejamos	negative	0.55	1.600
aconseja	negative	0.55	1.600
aconsejé	negative	0.55	1.600
aconsejan	negative	0.55	1.600
aconsejaríais	negative	0.55	1.600
aconsejaríamos	negative	0.55	1.600
aconsejaría	negative	0.55	1.600
aconsejarían	negative	0.55	1.600
aconsejarías	negative	0.55	1.600
aconsejaréis	negative	0.55	1.600
aconsejará	negative	0.55	1.600
aconsejaré	negative	0.55	1.600
aconsejarán	negative	0.55	1.600
aconsejarás	negative	0.55	1.600
aconsejareis	negative	0.55	1.600
aconsejaremos	negative	0.55	1.600
aconsejáremos	negative	0.55	1.600
aconsejare	negative	0.55	1.600
aconsejaren	negative	0.55	1.600
aconsejares	negative	0.55	1.600
aconsejar	negative	0.55	1.600
aconsejaron	negative	0.55	1.600
aconsejaseis	negative	0.55	1.600
aconsejásemos	negative	0.55	1.600
aconsejase	negative	0.55	1.600
aconsejasen	negative	0.55	1.600
aconsejases	negative	0.55	1.600
aconsejas	negative	0.55	1.600
aconsejasteis	negative	0.55	1.600
aconsejaste	negative	0.55	1.600
aconsejemos	negative	0.55	1.600
aconseje	negative	0.55	1.600
aconsejen	negative	0.55	1.600
aconsejes	negative	0.55	1.600
aconsejo	negative	0.55	1.600
acopió	negative	0.1675	0.471
acopiado	negative	0.1675	0.471
acopiáis	negative	0.1675	0.471
acopiéis	negative	0.1675	0.471
acopiamos	negative	0.1675	0.471
acopia	negative	0.1675	0.471
acopié	negative	0.1675	0.471
acopian	negative	0.1675	0.471
acopiaríais	negative	0.1675	0.471
acopiaríamos	negative	0.1675	0.471
acopiaría	negative	0.1675	0.471
acopiarían	negative	0.1675	0.471
acopiarías	negative	0.1675	0.471
acopiaréis	negative	0.1675	0.471
acopiará	negative	0.1675	0.471
acopiaré	negative	0.1675	0.471
acopiarán	negative	0.1675	0.471
acopiarás	negative	0.1675	0.471
acopiareis	negative	0.1675	0.471
acopiaremos	negative	0.1675	0.471
acopiáremos	negative	0.1675	0.471
acopiare	negative	0.1675	0.471
acopiaren	negative	0.1675	0.471
acopiares	negative	0.1675	0.471
acopiar	negative	0.1675	0.471
acopiaron	negative	0.1675	0.471
acopiaseis	negative	0.1675	0.471
acopiásemos	negative	0.1675	0.471
acopiase	negative	0.1675	0.471
acopiasen	negative	0.1675	0.471
